day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
1,10.0,2014.0,32.5,74.6,15.8,3.42,101.0,53.8,21.8,2.3,46.7,5.7,not fire,Kerala
1,10.0,2014.0,32.1,61.2,9.6,0.0,21.8,54.0,20.8,0.0,46.8,0.0,not fire,Tamil Nadu
8,10.0,2014.0,22.9,75.4,18.1,5.25,101.0,53.6,21.0,2.5,46.4,6.3,not fire,Uttarakhand
8,10.0,2014.0,19.3,44.1,2.7,1.11,101.0,54.1,18.5,1.2,46.5,2.7,not fire,Himachal Pradesh
8,10.0,2014.0,28.8,48.1,7.8,3.03,101.0,54.2,21.0,1.5,46.9,3.7,not fire,Madhya Pradesh
8,10.0,2014.0,25.9,45.6,5.7,0.0,23.2,54.2,19.7,0.0,46.7,0.0,not fire,Maharashtra
8,10.0,2014.0,28.3,47.8,15.7,0.0,20.9,54.2,20.2,0.0,46.8,0.0,not fire,Karnataka
8,10.0,2014.0,36.7,62.7,7.7,0.0,21.9,54.1,21.7,0.0,46.9,0.0,not fire,Odisha
8,10.0,2014.0,26.9,39.0,5.0,0.0,23.5,54.3,19.9,0.0,46.9,0.0,not fire,Rajasthan
8,10.0,2014.0,16.5,50.1,9.9,0.0,22.8,54.0,18.0,0.0,46.3,0.0,not fire,Jammu and Kashmir
8,10.0,2014.0,31.0,77.4,8.9,0.0,22.9,53.7,20.6,0.0,46.5,0.0,not fire,Kerala
8,10.0,2014.0,34.0,44.2,8.3,0.0,22.0,54.3,21.2,0.0,47.1,0.0,not fire,Tamil Nadu
15,10.0,2014.0,23.3,68.9,4.8,0.0,23.7,53.8,19.2,0.0,46.3,0.0,not fire,Uttarakhand
15,10.0,2014.0,23.1,64.8,12.5,3.31,101.0,53.8,20.1,1.9,46.5,4.8,not fire,Himachal Pradesh
15,10.0,2014.0,33.1,42.0,3.6,0.0,23.5,54.3,21.0,0.0,47.1,0.0,not fire,Madhya Pradesh
15,10.0,2014.0,25.7,51.2,2.4,0.0,24.1,54.1,19.7,0.0,46.6,0.0,not fire,Maharashtra
15,10.0,2014.0,29.2,38.2,4.4,0.0,23.7,54.3,20.3,0.0,47.0,0.0,not fire,Karnataka
15,10.0,2014.0,31.6,42.8,4.0,3.0,101.0,54.3,21.5,1.2,47.1,3.0,not fire,Odisha
15,10.0,2014.0,32.2,33.7,9.1,5.85,0.3,54.5,22.9,0.0,47.4,0.0,not fire,Rajasthan
15,10.0,2014.0,12.6,48.9,4.5,0.35,24.2,53.9,17.3,0.0,46.1,0.0,not fire,Jammu and Kashmir
15,10.0,2014.0,27.6,72.8,2.9,0.0,24.1,53.8,20.0,0.0,46.4,0.0,not fire,Kerala
15,10.0,2014.0,35.4,46.2,4.7,4.73,101.0,54.3,23.0,1.3,47.3,3.1,not fire,Tamil Nadu
22,10.0,2014.0,19.3,47.2,13.7,5.12,12.9,54.0,20.3,0.0,46.7,0.0,not fire,Uttarakhand
22,10.0,2014.0,22.6,52.0,7.6,0.0,22.8,54.0,19.1,0.0,46.5,0.0,not fire,Himachal Pradesh
22,10.0,2014.0,31.2,56.6,11.4,0.0,21.5,54.1,20.7,0.0,46.8,0.0,not fire,Madhya Pradesh
22,10.0,2014.0,27.8,65.2,6.8,0.0,22.8,53.9,20.1,0.0,46.5,0.0,not fire,Maharashtra
22,10.0,2014.0,26.7,48.1,14.5,0.0,21.2,54.1,19.9,0.0,46.7,0.0,not fire,Karnataka
22,10.0,2014.0,31.2,60.4,9.9,0.0,21.8,54.0,20.7,0.0,46.7,0.0,not fire,Odisha
22,10.0,2014.0,34.4,23.3,10.7,0.16,23.0,54.7,21.3,0.0,47.4,0.0,not fire,Rajasthan
22,10.0,2014.0,12.2,46.5,10.2,0.0,23.1,54.0,17.2,0.0,46.2,0.0,not fire,Jammu and Kashmir
22,10.0,2014.0,24.3,57.1,7.9,0.0,22.7,54.0,19.4,0.0,46.5,0.0,not fire,Kerala
22,10.0,2014.0,31.8,61.9,9.1,6.14,65.0,54.0,23.0,0.1,47.1,0.1,not fire,Tamil Nadu
29,10.0,2014.0,25.8,69.8,9.4,0.38,22.7,53.8,19.7,0.0,46.4,0.0,not fire,Uttarakhand
29,10.0,2014.0,21.4,48.5,10.0,0.0,22.5,54.1,18.9,0.0,46.5,0.0,not fire,Himachal Pradesh
29,10.0,2014.0,32.5,58.0,0.0,0.0,25.5,54.1,20.9,0.0,46.8,0.0,not fire,Madhya Pradesh
29,10.0,2014.0,29.3,49.9,4.3,0.0,23.3,54.1,20.3,0.0,46.8,0.0,not fire,Maharashtra
29,10.0,2014.0,25.8,50.7,7.6,0.81,101.0,54.1,19.7,1.5,46.7,3.7,not fire,Karnataka
29,10.0,2014.0,31.0,48.4,7.9,0.0,22.2,54.2,20.6,0.0,46.9,0.0,not fire,Odisha
29,10.0,2014.0,34.4,34.0,10.6,0.0,21.9,54.5,21.2,0.0,47.2,0.0,not fire,Rajasthan
29,10.0,2014.0,17.8,42.0,5.6,2.12,101.0,54.1,18.3,1.3,46.4,3.2,not fire,Jammu and Kashmir
29,10.0,2014.0,28.8,57.6,6.4,0.0,22.7,54.0,20.2,0.0,46.7,0.0,not fire,Kerala
29,10.0,2014.0,32.7,72.8,4.9,0.0,23.2,53.8,20.9,0.0,46.6,0.0,not fire,Tamil Nadu
1,11.0,2014.0,23.8,48.6,4.9,5.63,101.0,54.1,21.3,1.3,46.9,3.2,not fire,Uttarakhand
1,11.0,2014.0,18.2,36.0,16.2,0.38,21.8,54.2,18.3,0.0,46.5,0.0,not fire,Himachal Pradesh
1,11.0,2014.0,30.3,42.4,11.5,3.04,101.0,54.3,21.3,1.8,47.1,4.6,not fire,Madhya Pradesh
1,11.0,2014.0,29.7,43.1,9.4,0.0,22.1,54.3,20.4,0.0,46.9,0.0,not fire,Maharashtra
1,11.0,2014.0,31.8,58.0,10.1,2.43,101.0,54.1,20.8,1.7,46.8,4.2,not fire,Karnataka
1,11.0,2014.0,30.1,40.5,5.2,0.0,23.2,54.3,20.5,0.0,47.0,0.0,not fire,Odisha
1,11.0,2014.0,32.4,31.6,10.4,0.0,22.3,54.5,20.9,0.0,47.2,0.0,not fire,Rajasthan
1,11.0,2014.0,13.3,50.7,2.4,1.35,101.0,53.9,17.4,1.2,46.1,2.6,not fire,Jammu and Kashmir
1,11.0,2014.0,31.9,69.0,6.2,0.0,22.8,53.9,20.8,0.0,46.6,0.0,not fire,Kerala
1,11.0,2014.0,29.6,50.6,7.0,0.0,22.5,54.1,20.4,0.0,46.8,0.0,not fire,Tamil Nadu
8,11.0,2014.0,23.4,47.4,7.4,0.88,101.0,54.1,19.3,1.5,46.6,3.6,not fire,Uttarakhand
8,11.0,2014.0,13.4,56.6,4.5,0.0,24.2,53.8,17.5,0.0,46.1,0.0,not fire,Himachal Pradesh
8,11.0,2014.0,29.1,39.7,7.9,0.0,22.6,54.3,20.3,0.0,46.9,0.0,not fire,Madhya Pradesh
8,11.0,2014.0,30.4,52.8,11.8,0.0,21.4,54.1,20.5,0.0,46.8,0.0,not fire,Maharashtra
8,11.0,2014.0,32.9,53.8,4.8,0.0,22.8,54.1,21.0,0.0,46.9,0.0,not fire,Karnataka
8,11.0,2014.0,35.9,59.4,8.0,0.0,21.8,54.1,21.5,0.0,46.9,0.0,not fire,Odisha
8,11.0,2014.0,35.4,33.8,12.3,0.0,21.5,54.5,21.4,0.0,47.3,0.0,not fire,Rajasthan
8,11.0,2014.0,11.3,59.4,10.1,1.46,101.0,53.7,17.1,1.7,45.9,4.2,not fire,Jammu and Kashmir
8,11.0,2014.0,32.2,77.9,10.2,0.0,22.6,53.7,20.9,0.0,46.5,0.0,not fire,Kerala
8,11.0,2014.0,29.6,43.4,3.0,0.0,23.9,54.3,20.4,0.0,46.9,0.0,not fire,Tamil Nadu
15,11.0,2014.0,22.1,50.4,7.0,0.0,23.0,54.0,19.0,0.0,46.5,0.0,not fire,Uttarakhand
15,11.0,2014.0,25.2,43.2,4.1,0.0,23.7,54.2,19.6,0.0,46.7,0.0,not fire,Himachal Pradesh
15,11.0,2014.0,30.6,59.0,4.0,4.06,101.0,54.0,21.8,1.2,46.9,3.0,not fire,Madhya Pradesh
15,11.0,2014.0,31.7,56.0,5.6,0.0,22.7,54.1,20.8,0.0,46.8,0.0,not fire,Maharashtra
15,11.0,2014.0,32.3,68.0,15.4,0.0,21.1,53.9,20.9,0.0,46.7,0.0,not fire,Karnataka
15,11.0,2014.0,27.3,72.7,6.3,0.0,23.3,53.7,20.0,0.0,46.4,0.0,not fire,Odisha
15,11.0,2014.0,31.7,29.3,2.6,0.0,24.8,54.5,20.8,0.0,47.2,0.0,not fire,Rajasthan
15,11.0,2014.0,15.2,40.1,11.1,1.34,101.0,54.1,17.8,1.8,46.4,4.4,not fire,Jammu and Kashmir
15,11.0,2014.0,27.5,56.3,9.8,0.0,22.1,54.0,20.0,0.0,46.6,0.0,not fire,Kerala
15,11.0,2014.0,27.6,53.5,14.4,1.64,101.0,54.1,20.0,2.1,46.7,5.3,fire,Tamil Nadu
22,11.0,2014.0,22.1,58.5,11.2,0.0,22.3,53.9,19.0,0.0,46.4,0.0,not fire,Uttarakhand
22,11.0,2014.0,20.1,44.9,2.6,0.0,24.5,54.1,18.7,0.0,46.5,0.0,not fire,Himachal Pradesh
22,11.0,2014.0,26.3,50.1,10.1,0.38,22.1,54.1,19.8,0.0,46.7,0.0,not fire,Madhya Pradesh
22,11.0,2014.0,31.2,52.2,10.5,0.0,21.6,54.1,20.7,0.0,46.8,0.0,not fire,Maharashtra
22,11.0,2014.0,31.8,43.8,8.5,1.67,101.0,54.3,20.8,1.6,47.0,3.9,not fire,Karnataka
22,11.0,2014.0,30.3,62.5,8.8,0.0,22.1,54.0,20.5,0.0,46.7,0.0,not fire,Odisha
22,11.0,2014.0,25.3,25.5,5.3,0.0,24.5,54.5,19.6,0.0,47.0,0.0,not fire,Rajasthan
22,11.0,2014.0,16.8,32.9,6.5,0.0,24.0,54.2,18.1,0.0,46.5,0.0,not fire,Jammu and Kashmir
22,11.0,2014.0,36.3,59.5,3.6,0.0,23.0,54.1,21.6,0.0,46.9,0.0,not fire,Kerala
22,11.0,2014.0,30.1,47.8,12.1,3.25,101.0,54.2,21.3,1.9,47.0,4.7,not fire,Tamil Nadu
29,11.0,2014.0,25.5,65.3,9.5,0.0,22.5,53.9,19.6,0.0,46.4,0.0,not fire,Uttarakhand
29,11.0,2014.0,21.7,48.9,7.3,0.0,23.0,54.1,19.0,0.0,46.5,0.0,not fire,Himachal Pradesh
29,11.0,2014.0,32.8,58.4,7.3,0.0,22.2,54.1,21.0,0.0,46.8,0.0,not fire,Madhya Pradesh
29,11.0,2014.0,34.9,34.6,8.0,0.0,22.5,54.5,21.3,0.0,47.2,0.0,not fire,Maharashtra
29,11.0,2014.0,29.1,35.2,6.6,0.0,23.1,54.4,20.3,0.0,47.0,0.0,not fire,Karnataka
29,11.0,2014.0,32.7,57.7,9.5,2.35,101.0,54.1,20.9,1.6,46.8,4.1,not fire,Odisha
29,11.0,2014.0,31.3,35.6,14.4,2.34,101.0,54.4,20.7,2.1,47.1,5.3,not fire,Rajasthan
29,11.0,2014.0,16.5,59.2,13.8,3.41,101.0,53.8,19.0,2.0,46.3,5.1,not fire,Jammu and Kashmir
29,11.0,2014.0,33.8,76.0,14.5,0.0,21.7,53.8,21.1,0.0,46.6,0.0,not fire,Kerala
29,11.0,2014.0,36.3,53.0,14.9,0.5,101.0,54.2,21.6,2.2,47.0,5.5,not fire,Tamil Nadu
1,12.0,2014.0,15.7,69.2,24.6,0.13,21.7,54.9,17.5,0.0,47.0,0.0,not fire,Uttarakhand
1,12.0,2014.0,11.1,67.8,13.1,0.0,23.3,54.9,16.7,0.0,46.9,0.0,not fire,Himachal Pradesh
1,12.0,2014.0,16.7,67.2,21.1,1.9,101.0,54.9,17.7,2.9,47.1,7.3,fire,Madhya Pradesh
1,12.0,2014.0,14.7,79.0,2.8,0.55,101.0,54.7,17.3,1.2,46.8,2.8,not fire,Maharashtra
1,12.0,2014.0,18.0,59.8,11.8,0.0,22.5,55.1,17.9,0.0,47.2,0.0,not fire,Karnataka
1,12.0,2014.0,22.3,63.1,0.0,0.0,25.9,55.1,18.7,0.0,47.4,0.0,not fire,Odisha
1,12.0,2014.0,21.4,52.4,13.6,0.0,21.8,55.2,18.6,0.0,47.4,0.0,not fire,Rajasthan
1,12.0,2014.0,9.2,60.0,6.4,0.0,24.1,54.9,16.4,0.0,46.9,0.0,not fire,Jammu and Kashmir
1,12.0,2014.0,18.7,94.5,6.0,0.0,27.6,54.2,18.1,0.0,46.5,0.0,not fire,Kerala
1,12.0,2014.0,15.9,48.3,9.3,1.75,101.0,55.2,17.6,1.6,47.3,4.1,not fire,Tamil Nadu
8,12.0,2014.0,15.4,72.9,0.0,0.0,26.4,54.8,17.5,0.0,47.0,0.0,not fire,Uttarakhand
8,12.0,2014.0,4.7,74.9,13.4,0.0,24.4,54.7,15.6,0.0,46.5,0.0,not fire,Himachal Pradesh
8,12.0,2014.0,21.7,57.7,2.9,1.45,101.0,55.1,18.6,1.2,47.4,2.8,not fire,Madhya Pradesh
8,12.0,2014.0,17.0,79.9,3.1,0.0,25.3,54.7,17.8,0.0,46.9,0.0,not fire,Maharashtra
8,12.0,2014.0,22.3,71.9,0.0,0.0,26.0,54.9,18.7,0.0,47.2,0.0,not fire,Karnataka
8,12.0,2014.0,17.7,43.6,3.3,0.0,24.4,55.3,17.9,0.0,47.4,0.0,not fire,Odisha
8,12.0,2014.0,25.7,64.5,12.4,0.0,22.0,55.1,19.3,0.0,47.5,0.0,not fire,Rajasthan
8,12.0,2014.0,3.7,62.4,5.0,0.0,24.9,54.8,15.4,0.0,46.6,0.0,not fire,Jammu and Kashmir
8,12.0,2014.0,25.6,73.7,3.9,0.0,24.0,55.0,19.3,0.0,47.3,0.0,not fire,Kerala
8,12.0,2014.0,19.3,72.0,10.7,0.0,23.2,54.9,18.2,0.0,47.1,0.0,not fire,Tamil Nadu
15,12.0,2014.0,19.9,86.3,5.5,0.0,25.5,54.6,18.3,0.0,46.9,0.0,not fire,Uttarakhand
15,12.0,2014.0,12.3,45.5,11.0,0.03,23.0,55.2,16.9,0.0,47.2,0.0,not fire,Himachal Pradesh
15,12.0,2014.0,19.1,80.7,0.9,0.42,25.9,54.7,18.1,0.0,47.0,0.0,not fire,Madhya Pradesh
15,12.0,2014.0,20.1,67.2,3.7,0.0,24.2,55.0,18.3,0.0,47.2,0.0,not fire,Maharashtra
15,12.0,2014.0,22.2,62.7,6.0,0.0,23.3,55.1,18.7,0.0,47.4,0.0,not fire,Karnataka
15,12.0,2014.0,16.3,73.7,9.0,0.0,23.8,54.8,17.6,0.0,47.0,0.0,not fire,Odisha
15,12.0,2014.0,20.9,50.3,6.5,0.0,23.2,55.2,18.5,0.0,47.5,0.0,not fire,Rajasthan
15,12.0,2014.0,10.4,65.4,7.4,0.0,24.1,54.9,16.6,0.0,46.9,0.0,not fire,Jammu and Kashmir
15,12.0,2014.0,20.4,95.7,0.2,0.0,28.6,54.2,18.4,0.0,46.5,0.0,not fire,Kerala
15,12.0,2014.0,26.1,55.3,12.4,0.0,21.7,55.2,19.4,0.0,47.6,0.0,not fire,Tamil Nadu
22,12.0,2014.0,18.9,77.6,16.8,0.0,23.0,54.8,18.1,0.0,47.0,0.0,not fire,Uttarakhand
22,12.0,2014.0,10.1,74.6,9.4,0.52,101.0,54.7,16.5,1.6,46.7,4.1,not fire,Himachal Pradesh
22,12.0,2014.0,12.3,82.7,9.1,0.05,25.1,54.6,16.9,0.0,46.7,0.0,not fire,Madhya Pradesh
22,12.0,2014.0,17.3,66.1,10.2,0.0,23.1,55.0,17.8,0.0,47.1,0.0,not fire,Maharashtra
22,12.0,2014.0,20.7,65.6,12.6,0.0,22.4,55.0,18.4,0.0,47.3,0.0,not fire,Karnataka
22,12.0,2014.0,16.0,58.7,8.7,1.0,101.0,55.1,17.6,1.6,47.2,4.0,not fire,Odisha
22,12.0,2014.0,25.0,74.4,12.5,0.0,22.6,54.9,19.2,0.0,47.3,0.0,not fire,Rajasthan
22,12.0,2014.0,7.6,76.4,3.2,0.0,25.7,54.7,16.1,0.0,46.6,0.0,not fire,Jammu and Kashmir
22,12.0,2014.0,19.9,89.4,4.3,0.0,26.3,54.5,18.3,0.0,46.8,0.0,not fire,Kerala
22,12.0,2014.0,21.6,66.9,13.0,0.0,22.3,55.0,18.6,0.0,47.3,0.0,not fire,Tamil Nadu
29,12.0,2014.0,18.5,74.5,4.0,0.0,24.6,54.8,18.0,0.0,47.0,0.0,not fire,Uttarakhand
29,12.0,2014.0,6.6,53.6,2.9,0.0,25.1,55.0,15.9,0.0,46.8,0.0,not fire,Himachal Pradesh
29,12.0,2014.0,17.3,59.6,14.0,0.4,22.3,55.1,17.8,0.0,47.2,0.0,not fire,Madhya Pradesh
29,12.0,2014.0,19.1,44.4,5.6,0.0,23.7,55.3,18.1,0.0,47.5,0.0,not fire,Maharashtra
29,12.0,2014.0,19.9,58.9,3.1,0.0,24.2,55.1,18.3,0.0,47.3,0.0,not fire,Karnataka
29,12.0,2014.0,24.1,59.5,10.1,0.0,22.3,55.1,19.0,0.0,47.5,0.0,not fire,Odisha
29,12.0,2014.0,19.9,46.0,7.6,0.98,101.0,55.3,18.3,1.5,47.5,3.7,not fire,Rajasthan
29,12.0,2014.0,12.3,69.4,13.2,0.0,23.3,54.8,16.9,0.0,46.9,0.0,not fire,Jammu and Kashmir
29,12.0,2014.0,20.6,74.6,0.8,1.18,101.0,54.9,18.4,1.1,47.1,2.4,not fire,Kerala
29,12.0,2014.0,23.3,71.0,3.1,0.0,24.3,55.0,18.9,0.0,47.3,0.0,not fire,Tamil Nadu
1,1.0,2015.0,9.2,85.6,3.6,0.0,26.5,54.5,16.4,0.0,46.5,0.0,not fire,Uttarakhand
1,1.0,2015.0,8.6,81.7,13.1,0.0,24.9,54.6,16.3,0.0,46.5,0.0,not fire,Himachal Pradesh
1,1.0,2015.0,16.0,58.9,19.7,0.0,21.6,55.1,17.6,0.0,47.2,0.0,not fire,Madhya Pradesh
1,1.0,2015.0,14.8,50.8,5.6,0.0,23.8,55.1,17.4,0.0,47.2,0.0,not fire,Maharashtra
1,1.0,2015.0,19.0,67.4,12.4,0.0,22.7,55.0,18.1,0.0,47.2,0.0,not fire,Karnataka
1,1.0,2015.0,21.8,92.7,9.4,0.0,26.4,54.4,18.6,0.0,46.7,0.0,not fire,Odisha
1,1.0,2015.0,24.2,73.7,10.4,0.0,22.9,54.9,19.1,0.0,47.3,0.0,not fire,Rajasthan
1,1.0,2015.0,6.6,75.7,8.6,0.0,24.8,54.7,15.9,0.0,46.6,0.0,not fire,Jammu and Kashmir
1,1.0,2015.0,23.9,87.7,5.8,0.0,25.4,54.6,19.0,0.0,47.0,0.0,not fire,Kerala
1,1.0,2015.0,14.3,61.8,10.2,0.51,101.0,55.0,17.3,1.7,47.1,4.3,not fire,Tamil Nadu
8,1.0,2015.0,13.7,83.1,13.0,0.0,24.6,54.6,17.2,0.0,46.7,0.0,not fire,Uttarakhand
8,1.0,2015.0,13.5,82.1,1.1,0.74,101.0,54.6,17.1,1.1,46.7,2.4,not fire,Himachal Pradesh
8,1.0,2015.0,21.9,80.8,9.8,0.0,23.9,54.8,18.6,0.0,47.1,0.0,not fire,Madhya Pradesh
8,1.0,2015.0,20.1,54.4,0.0,0.0,26.1,55.2,18.3,0.0,47.4,0.0,not fire,Maharashtra
8,1.0,2015.0,14.6,46.4,9.1,0.0,23.1,55.2,17.3,0.0,47.3,0.0,not fire,Karnataka
8,1.0,2015.0,17.4,74.6,8.6,0.12,23.8,54.8,17.8,0.0,47.0,0.0,not fire,Odisha
8,1.0,2015.0,19.3,30.6,7.2,0.0,23.8,55.5,18.2,0.0,47.6,0.0,not fire,Rajasthan
8,1.0,2015.0,4.9,75.3,15.9,0.0,24.2,54.7,15.6,0.0,46.5,0.0,not fire,Jammu and Kashmir
8,1.0,2015.0,23.6,88.0,4.1,0.0,25.7,54.6,18.9,0.0,47.0,0.0,not fire,Kerala
8,1.0,2015.0,27.6,83.9,11.8,0.0,23.6,54.8,19.7,0.0,47.2,0.0,not fire,Tamil Nadu
15,1.0,2015.0,14.2,60.3,6.2,0.0,23.8,55.0,17.3,0.0,47.1,0.0,not fire,Uttarakhand
15,1.0,2015.0,6.8,43.8,5.7,0.32,24.4,55.1,15.9,0.0,47.0,0.0,not fire,Himachal Pradesh
15,1.0,2015.0,19.6,60.2,4.9,0.0,23.7,55.1,18.2,0.0,47.3,0.0,not fire,Madhya Pradesh
15,1.0,2015.0,20.3,57.6,5.5,0.0,23.5,55.1,18.4,0.0,47.3,0.0,not fire,Maharashtra
15,1.0,2015.0,20.7,63.3,7.9,0.0,23.1,55.1,18.4,0.0,47.3,0.0,not fire,Karnataka
15,1.0,2015.0,23.5,83.4,7.9,0.0,24.4,54.7,18.9,0.0,47.1,0.0,not fire,Odisha
15,1.0,2015.0,25.9,49.8,6.5,0.0,22.9,55.3,19.4,0.0,47.7,0.0,not fire,Rajasthan
15,1.0,2015.0,9.5,42.9,6.9,1.72,101.0,55.2,16.4,1.4,47.1,3.6,not fire,Jammu and Kashmir
15,1.0,2015.0,16.8,95.0,12.2,0.0,27.5,54.2,17.7,0.0,46.4,0.0,not fire,Kerala
15,1.0,2015.0,20.3,45.7,3.1,0.08,24.3,55.3,18.4,0.0,47.5,0.0,not fire,Tamil Nadu
22,1.0,2015.0,12.1,84.8,7.1,1.64,101.0,54.5,16.9,1.5,46.6,3.6,not fire,Uttarakhand
22,1.0,2015.0,12.7,70.9,7.8,0.0,24.1,54.8,17.0,0.0,46.9,0.0,not fire,Himachal Pradesh
22,1.0,2015.0,19.7,48.4,8.3,0.0,22.9,55.2,18.2,0.0,47.4,0.0,not fire,Madhya Pradesh
22,1.0,2015.0,16.5,61.4,12.3,0.14,22.6,55.0,17.7,0.0,47.1,0.0,not fire,Maharashtra
22,1.0,2015.0,13.8,63.8,11.3,0.0,23.1,55.0,17.2,0.0,47.0,0.0,not fire,Karnataka
22,1.0,2015.0,21.5,87.3,8.3,1.29,101.0,54.6,18.6,1.6,46.9,3.9,not fire,Odisha
22,1.0,2015.0,16.5,51.9,7.1,0.0,23.4,55.2,17.7,0.0,47.3,0.0,not fire,Rajasthan
22,1.0,2015.0,7.2,75.0,9.2,0.79,101.0,54.7,16.0,1.6,46.6,4.0,not fire,Jammu and Kashmir
22,1.0,2015.0,24.0,81.8,6.8,0.0,24.3,54.8,19.0,0.0,47.1,0.0,not fire,Kerala
22,1.0,2015.0,22.3,64.3,4.5,0.71,101.0,55.1,18.7,1.3,47.3,3.1,not fire,Tamil Nadu
29,1.0,2015.0,9.2,75.0,10.6,0.36,24.3,54.7,16.4,0.0,46.7,0.0,not fire,Uttarakhand
29,1.0,2015.0,10.2,70.4,9.8,0.2,24.0,54.8,16.5,0.0,46.8,0.0,not fire,Himachal Pradesh
29,1.0,2015.0,18.5,89.4,4.6,0.0,26.3,54.5,18.0,0.0,46.7,0.0,not fire,Madhya Pradesh
29,1.0,2015.0,18.8,52.5,7.0,0.0,23.2,55.2,18.1,0.0,47.3,0.0,not fire,Maharashtra
29,1.0,2015.0,20.0,77.1,6.8,0.32,24.1,54.8,18.3,0.0,47.1,0.0,not fire,Karnataka
29,1.0,2015.0,20.9,84.4,8.1,0.0,24.7,54.7,18.5,0.0,47.0,0.0,not fire,Odisha
29,1.0,2015.0,24.9,52.2,4.0,0.0,23.6,55.3,19.2,0.0,47.6,0.0,not fire,Rajasthan
29,1.0,2015.0,7.4,76.6,0.7,0.0,26.4,54.7,16.0,0.0,46.6,0.0,not fire,Jammu and Kashmir
29,1.0,2015.0,20.8,77.5,14.6,0.0,23.0,54.8,18.4,0.0,47.1,0.0,not fire,Kerala
29,1.0,2015.0,19.8,67.2,5.5,0.0,23.8,55.0,18.3,0.0,47.2,0.0,not fire,Tamil Nadu
1,2.0,2015.0,12.0,81.3,15.5,0.23,24.3,54.6,16.9,0.0,46.7,0.0,not fire,Uttarakhand
1,2.0,2015.0,18.4,65.2,13.6,0.0,22.4,55.0,18.0,0.0,47.2,0.0,not fire,Himachal Pradesh
1,2.0,2015.0,14.0,69.5,11.9,0.0,23.3,54.9,17.2,0.0,46.9,0.0,not fire,Madhya Pradesh
1,2.0,2015.0,23.1,63.9,6.3,0.0,23.3,55.1,18.9,0.0,47.4,0.0,not fire,Maharashtra
1,2.0,2015.0,21.2,65.2,13.9,0.0,22.2,55.0,18.5,0.0,47.3,0.0,not fire,Karnataka
1,2.0,2015.0,22.4,87.2,12.8,0.0,24.6,54.6,18.7,0.0,46.9,0.0,not fire,Odisha
1,2.0,2015.0,20.8,53.9,13.1,1.82,101.0,55.2,18.4,2.0,47.4,5.0,not fire,Rajasthan
1,2.0,2015.0,4.9,58.8,3.3,0.0,25.1,54.9,15.6,0.0,46.7,0.0,not fire,Jammu and Kashmir
1,2.0,2015.0,23.0,94.4,7.2,0.0,27.1,54.3,18.8,0.0,46.7,0.0,not fire,Kerala
1,2.0,2015.0,27.5,58.7,13.7,0.0,21.4,55.2,19.7,0.0,47.6,0.0,not fire,Tamil Nadu
8,2.0,2015.0,18.2,78.6,4.7,0.0,24.8,54.8,18.0,0.0,47.0,0.0,not fire,Uttarakhand
8,2.0,2015.0,5.4,71.0,0.0,1.84,101.0,54.7,15.7,1.0,46.6,2.2,not fire,Himachal Pradesh
8,2.0,2015.0,20.2,63.8,6.9,0.0,23.3,55.0,18.3,0.0,47.3,0.0,not fire,Madhya Pradesh
8,2.0,2015.0,21.3,48.1,8.2,0.0,22.8,55.3,18.5,0.0,47.5,0.0,not fire,Maharashtra
8,2.0,2015.0,21.1,66.6,3.6,0.97,101.0,55.0,18.5,1.2,47.3,2.9,not fire,Karnataka
8,2.0,2015.0,17.5,73.2,6.7,0.4,24.0,54.9,17.8,0.0,47.0,0.0,not fire,Odisha
8,2.0,2015.0,20.7,63.8,9.7,1.38,101.0,55.0,18.4,1.7,47.3,4.2,not fire,Rajasthan
8,2.0,2015.0,5.5,60.4,7.0,0.0,24.3,54.9,15.7,0.0,46.7,0.0,not fire,Jammu and Kashmir
8,2.0,2015.0,21.5,80.8,8.6,0.0,24.1,54.8,18.6,0.0,47.1,0.0,not fire,Kerala
8,2.0,2015.0,23.9,82.5,7.7,0.0,24.3,54.7,19.0,0.0,47.1,0.0,not fire,Tamil Nadu
15,2.0,2015.0,15.1,88.7,15.6,0.59,101.0,54.4,17.4,2.2,46.6,5.6,not fire,Uttarakhand
15,2.0,2015.0,13.4,70.9,14.4,0.0,23.1,54.8,17.1,0.0,46.9,0.0,not fire,Himachal Pradesh
15,2.0,2015.0,18.3,74.6,8.5,0.0,23.8,54.8,18.0,0.0,47.0,0.0,not fire,Madhya Pradesh
15,2.0,2015.0,15.0,53.4,7.4,0.0,23.4,55.1,17.4,0.0,47.2,0.0,not fire,Maharashtra
15,2.0,2015.0,18.2,68.6,5.7,0.0,23.9,54.9,18.0,0.0,47.1,0.0,not fire,Karnataka
15,2.0,2015.0,23.1,64.4,1.5,0.0,24.6,55.1,18.9,0.0,47.4,0.0,not fire,Odisha
15,2.0,2015.0,21.4,53.7,15.9,0.97,101.0,55.2,18.5,2.3,47.4,5.8,not fire,Rajasthan
15,2.0,2015.0,6.8,59.6,7.5,0.0,24.1,54.9,15.9,0.0,46.8,0.0,not fire,Jammu and Kashmir
15,2.0,2015.0,22.5,66.5,3.5,0.0,24.0,55.0,18.8,0.0,47.3,0.0,not fire,Kerala
15,2.0,2015.0,18.6,62.8,11.0,0.45,22.7,55.0,18.0,0.0,47.2,0.0,not fire,Tamil Nadu
